company_id,company_name,period,profitability_score,growth_score,cashflow_score,leverage_score,efficiency_score,overall_score,rating,remarks
CIPLA,,Mar 2015,61.38,,,85.0,,69.25,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
CIPLA,,Mar 2016,62.01,,,85.0,,69.67,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
CIPLA,,Mar 2017,58.25,,,85.0,,67.17,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
CIPLA,,Mar 2018,59.96,,,85.0,,68.31,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
CIPLA,,Mar 2019,59.94,,,85.0,,68.29,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
CIPLA,,Mar 2020,59.52,,,85.0,,68.01,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
CIPLA,,Mar 2021,63.04,,,85.0,,70.36,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
CIPLA,,Mar 2022,62.22,,,85.0,,69.81,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
CIPLA,,Mar 2023,62.1,,,85.0,,69.73,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
CIPLA,,Mar 2024,65.55,,,85.0,,72.03,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
COALINDIA,,Mar 2013,85.81,,,85.0,,85.54,Strong,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
COALINDIA,,Mar 2014,85.64,,,85.0,,85.43,Strong,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
COALINDIA,,Mar 2015,84.02,,,85.0,,84.35,Strong,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
COALINDIA,,Mar 2016,90.96,,,85.0,,88.97,Strong,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
COALINDIA,,Mar 2017,87.85,,,85.0,,86.9,Strong,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
COALINDIA,,Mar 2018,84.88,,,85.0,,84.92,Strong,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
COALINDIA,,Mar 2019,100.0,,,85.0,,95.0,Excellent,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
COALINDIA,,Mar 2020,100.0,,,85.0,,95.0,Excellent,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
COALINDIA,,Mar 2021,84.78,,,85.0,,84.85,Strong,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
COALINDIA,,Mar 2022,90.28,,,85.0,,88.52,Strong,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
COALINDIA,,Mar 2023,100.0,,,85.0,,95.0,Excellent,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
COALINDIA,,Mar 2024,95.17,,,85.0,,91.78,Excellent,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
DABUR,,Mar 2013,86.56,,,85.0,,86.04,Strong,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
DABUR,,Mar 2014,84.49,,,85.0,,84.66,Strong,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
DABUR,,Mar 2015,81.84,,,85.0,,82.89,Strong,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
DABUR,,Mar 2016,80.06,,,85.0,,81.71,Strong,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
DABUR,,Mar 2017,76.41,,,85.0,,79.27,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
DABUR,,Mar 2018,73.8,,,85.0,,77.53,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
DABUR,,Mar 2019,75.67,,,85.0,,78.78,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
DABUR,,Mar 2020,71.92,,,85.0,,76.28,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
DABUR,,Mar 2021,72.12,,,85.0,,76.41,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
DABUR,,Mar 2022,70.78,,,85.0,,75.52,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
DABUR,,Mar 2023,68.96,,,85.0,,74.31,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
DABUR,,Mar 2024,68.36,,,85.0,,73.91,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
DIVISLAB,,Mar 2013,74.07,,,85.0,,77.71,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
DIVISLAB,,Mar 2014,76.08,,,85.0,,79.05,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
DIVISLAB,,Mar 2015,74.37,,,85.0,,77.91,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
DIVISLAB,,Mar 2016,76.23,,,85.0,,79.15,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
DIVISLAB,,Mar 2017,69.79,,,85.0,,74.86,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
DIVISLAB,,Mar 2018,64.8,,,85.0,,71.53,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
DIVISLAB,,Mar 2019,69.45,,,85.0,,74.63,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
DIVISLAB,,Mar 2020,68.84,,,85.0,,74.23,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
DIVISLAB,,Mar 2021,71.34,,,85.0,,75.89,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
DIVISLAB,,Mar 2022,75.24,,,85.0,,78.49,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
DIVISLAB,,Mar 2023,64.29,,,85.0,,71.19,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
DIVISLAB,,Mar 2024,61.79,,,85.0,,69.53,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
DLF,,Mar 2013,52.59,,,70.0,,58.39,Moderate,Moderate profitability with average margin profile; Manageable debt levels with adequate interest coverage
DLF,,Mar 2014,52.15,,,85.0,,63.1,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
DLF,,Mar 2015,51.85,,,85.0,,62.9,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
DLF,,Mar 2016,51.27,,,70.0,,57.51,Moderate,Moderate profitability with average margin profile; Manageable debt levels with adequate interest coverage
DLF,,Mar 2017,52.88,,,70.0,,58.59,Moderate,Moderate profitability with average margin profile; Manageable debt levels with adequate interest coverage
DLF,,Mar 2018,62.68,,,85.0,,70.12,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
DLF,,Mar 2019,53.91,,,85.0,,64.27,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
DLF,,Mar 2020,48.29,,,85.0,,60.53,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
DLF,,Mar 2021,53.06,,,85.0,,63.71,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
DLF,,Mar 2022,54.13,,,85.0,,64.42,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
DLF,,Mar 2023,55.4,,,85.0,,65.27,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
DLF,,Mar 2024,56.91,,,85.0,,66.27,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
DMART,,Mar 2013,61.91,,,85.0,,69.61,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
DMART,,Mar 2014,66.84,,,85.0,,72.89,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
DMART,,Mar 2015,67.67,,,85.0,,73.45,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
DMART,,Mar 2016,71.04,,,85.0,,75.69,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
DMART,,Mar 2017,62.47,,,85.0,,69.98,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
DMART,,Mar 2018,67.26,,,85.0,,73.17,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
DMART,,Mar 2019,66.14,,,85.0,,72.43,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
DMART,,Mar 2020,61.74,,,85.0,,69.49,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
DMART,,Mar 2021,59.02,,,85.0,,67.68,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
DMART,,Mar 2022,60.91,,,85.0,,68.94,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
DMART,,Mar 2023,64.79,,,85.0,,71.53,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
DMART,,Mar 2024,63.56,,,85.0,,70.71,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
DRREDDY,,Mar 2013,73.98,,,85.0,,77.65,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
DRREDDY,,Mar 2014,74.96,,,85.0,,78.31,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
DRREDDY,,Mar 2015,73.71,,,85.0,,77.47,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
DRREDDY,,Mar 2016,66.95,,,85.0,,72.97,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
DRREDDY,,Mar 2017,60.54,,,85.0,,68.69,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
DRREDDY,,Mar 2018,57.53,,,85.0,,66.69,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
DRREDDY,,Mar 2019,63.9,,,85.0,,70.93,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
DRREDDY,,Mar 2020,62.99,,,85.0,,70.33,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
DRREDDY,,Mar 2021,61.07,,,85.0,,69.05,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
DRREDDY,,Mar 2022,61.36,,,85.0,,69.24,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
DRREDDY,,Mar 2023,69.35,,,85.0,,74.57,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
DRREDDY,,Mar 2024,69.74,,,85.0,,74.83,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
EICHERMOT,,Dec 2012,77.07,,,85.0,,79.71,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
EICHERMOT,,Dec 2013,75.55,,,85.0,,78.7,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
EICHERMOT,,Dec 2014,77.9,,,85.0,,80.27,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
EICHERMOT,,Mar 2016,86.63,,,85.0,,86.09,Strong,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
EICHERMOT,,Mar 2017,81.19,,,85.0,,82.46,Strong,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
EICHERMOT,,Mar 2018,77.88,,,85.0,,80.25,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
EICHERMOT,,Mar 2019,74.7,,,85.0,,78.13,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
EICHERMOT,,Mar 2020,68.3,,,85.0,,73.87,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
EICHERMOT,,Mar 2021,61.78,,,85.0,,69.52,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
EICHERMOT,,Mar 2022,63.3,,,85.0,,70.53,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
EICHERMOT,,Mar 2023,69.44,,,85.0,,74.63,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
EICHERMOT,,Mar 2024,72.17,,,85.0,,76.45,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
GAIL,,Mar 2013,65.17,,,85.0,,71.78,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
GAIL,,Mar 2014,64.75,,,85.0,,71.5,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
GAIL,,Mar 2015,59.29,,,85.0,,67.86,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
GAIL,,Mar 2016,55.15,,,85.0,,65.1,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
GAIL,,Mar 2017,58.58,,,85.0,,67.39,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
GAIL,,Mar 2018,61.53,,,85.0,,69.35,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
GAIL,,Mar 2019,64.24,,,85.0,,71.16,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
GAIL,,Mar 2020,69.31,,,85.0,,74.54,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
GAIL,,Mar 2021,61.55,,,85.0,,69.37,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
GAIL,,Mar 2022,69.19,,,85.0,,74.46,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
GAIL,,Mar 2023,58.62,,,85.0,,67.41,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
GAIL,,Mar 2024,62.86,,,85.0,,70.24,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
GODREJCP,,Mar 2013,75.51,,,85.0,,78.67,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
GODREJCP,,Mar 2014,71.7,,,85.0,,76.13,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
GODREJCP,,Mar 2015,72.64,,,85.0,,76.76,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
GODREJCP,,Mar 2016,69.48,,,85.0,,74.65,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
GODREJCP,,Mar 2017,74.67,,,85.0,,78.11,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
GODREJCP,,Mar 2018,76.11,,,85.0,,79.07,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
GODREJCP,,Mar 2019,82.23,,,85.0,,83.15,Strong,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
GODREJCP,,Mar 2020,68.95,,,85.0,,74.3,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
GODREJCP,,Mar 2021,68.23,,,85.0,,73.82,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
GODREJCP,,Mar 2022,65.43,,,85.0,,71.95,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
GODREJCP,,Mar 2023,62.34,,,85.0,,69.89,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
GODREJCP,,Mar 2024,45.55,,,85.0,,58.7,Moderate,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
GRASIM,,Mar 2013,69.22,,,85.0,,74.48,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
GRASIM,,Mar 2014,63.67,,,85.0,,70.78,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
GRASIM,,Mar 2015,61.16,,,85.0,,69.11,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
GRASIM,,Mar 2016,62.6,,,85.0,,70.07,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
GRASIM,,Mar 2017,63.53,,,85.0,,70.69,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
GRASIM,,Mar 2018,56.43,,,70.0,,60.95,Healthy,Moderate profitability with average margin profile; Manageable debt levels with adequate interest coverage
GRASIM,,Mar 2019,54.73,,,70.0,,59.82,Moderate,Moderate profitability with average margin profile; Manageable debt levels with adequate interest coverage
GRASIM,,Mar 2020,61.72,,,70.0,,64.48,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
GRASIM,,Mar 2021,60.67,,,70.0,,63.78,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
GRASIM,,Mar 2022,64.8,,,85.0,,71.53,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
GRASIM,,Mar 2023,64.07,,,70.0,,66.05,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
GRASIM,,Mar 2024,61.2,,,70.0,,64.13,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
HAL,,Mar 2017,100.0,,,85.0,,95.0,Excellent,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
HAL,,Mar 2018,100.0,,,85.0,,95.0,Excellent,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
HAL,,Mar 2019,100.0,,,85.0,,95.0,Excellent,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
HAL,,Mar 2020,100.0,,,85.0,,95.0,Excellent,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
HAL,,Mar 2021,100.0,,,85.0,,95.0,Excellent,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
HAL,,Mar 2022,100.0,,,85.0,,95.0,Excellent,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
HAL,,Mar 2023,100.0,,,85.0,,95.0,Excellent,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
HAL,,Mar 2024,100.0,,,85.0,,95.0,Excellent,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
HAVELLS,,Mar 2013,90.29,,,85.0,,88.53,Strong,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
HAVELLS,,Mar 2014,76.77,,,85.0,,79.51,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
HAVELLS,,Mar 2015,71.18,,,85.0,,75.79,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
HAVELLS,,Mar 2016,92.95,,,85.0,,90.3,Excellent,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
HAVELLS,,Mar 2017,65.08,,,85.0,,71.72,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
HAVELLS,,Mar 2018,67.72,,,85.0,,73.48,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
HAVELLS,,Mar 2019,68.77,,,85.0,,74.18,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
HAVELLS,,Mar 2020,67.05,,,85.0,,73.03,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
HAVELLS,,Mar 2021,70.17,,,85.0,,75.11,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
HAVELLS,,Mar 2022,69.92,,,85.0,,74.95,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
HAVELLS,,Mar 2023,66.18,,,85.0,,72.45,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
HAVELLS,,Mar 2024,67.07,,,85.0,,73.05,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
HCLTECH,,Jun 2013,80.69,,,85.0,,82.13,Strong,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
HCLTECH,,Jun 2014,83.39,,,85.0,,83.93,Strong,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
HCLTECH,,Jun 2015,80.31,,,85.0,,81.87,Strong,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
HCLTECH,,Mar 2017,76.12,,,85.0,,79.08,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
HCLTECH,,Mar 2018,73.97,,,85.0,,77.65,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
HCLTECH,,Mar 2019,74.46,,,85.0,,77.97,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
HCLTECH,,Mar 2020,71.57,,,85.0,,76.05,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
HCLTECH,,Mar 2021,68.64,,,85.0,,74.09,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
HCLTECH,,Mar 2022,71.84,,,85.0,,76.23,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
HCLTECH,,Mar 2023,72.7,,,85.0,,76.8,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
HCLTECH,,Mar 2024,73.01,,,85.0,,77.01,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
HDFCBANK,,Mar 2013,68.84,,,50.0,,62.56,Healthy,Healthy profitability with good margin retention; High leverage risk with elevated debt burden and reduced financial flexibility
HDFCBANK,,Mar 2014,69.85,,,50.0,,63.23,Healthy,Healthy profitability with good margin retention; High leverage risk with elevated debt burden and reduced financial flexibility
HDFCBANK,,Mar 2015,66.95,,,50.0,,61.3,Healthy,Healthy profitability with good margin retention; High leverage risk with elevated debt burden and reduced financial flexibility
HDFCBANK,,Mar 2016,67.25,,,50.0,,61.5,Healthy,Healthy profitability with good margin retention; High leverage risk with elevated debt burden and reduced financial flexibility
HDFCBANK,,Mar 2017,66.69,,,50.0,,61.13,Healthy,Healthy profitability with good margin retention; High leverage risk with elevated debt burden and reduced financial flexibility
HDFCBANK,,Mar 2018,66.94,,,50.0,,61.29,Healthy,Healthy profitability with good margin retention; High leverage risk with elevated debt burden and reduced financial flexibility
HDFCBANK,,Mar 2019,64.61,,,50.0,,59.74,Moderate,Healthy profitability with good margin retention; High leverage risk with elevated debt burden and reduced financial flexibility
HDFCBANK,,Mar 2020,65.48,,,50.0,,60.32,Healthy,Healthy profitability with good margin retention; High leverage risk with elevated debt burden and reduced financial flexibility
HDFCBANK,,Mar 2021,65.18,,,50.0,,60.12,Healthy,Healthy profitability with good margin retention; High leverage risk with elevated debt burden and reduced financial flexibility
HDFCBANK,,Mar 2022,65.43,,,50.0,,60.29,Healthy,Healthy profitability with good margin retention; High leverage risk with elevated debt burden and reduced financial flexibility
HDFCBANK,,Mar 2023,65.94,,,50.0,,60.63,Healthy,Healthy profitability with good margin retention; High leverage risk with elevated debt burden and reduced financial flexibility
HDFCBANK,,Mar 2024,64.34,,,50.0,,59.56,Moderate,Healthy profitability with good margin retention; High leverage risk with elevated debt burden and reduced financial flexibility
HDFCLIFE,,Mar 2013,83.43,,,90.0,,85.62,Strong,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
HDFCLIFE,,Mar 2014,87.6,,,90.0,,88.4,Strong,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
HDFCLIFE,,Mar 2015,80.93,,,90.0,,83.95,Strong,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
HDFCLIFE,,Mar 2016,76.33,,,90.0,,80.89,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
HDFCLIFE,,Mar 2017,73.18,,,90.0,,78.79,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
HDFCLIFE,,Mar 2018,73.53,,,90.0,,79.02,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
HDFCLIFE,,Mar 2019,72.65,,,90.0,,78.43,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
HDFCLIFE,,Mar 2020,69.05,,,90.0,,76.03,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
HDFCLIFE,,Mar 2021,65.75,,,85.0,,72.17,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
HDFCLIFE,,Mar 2022,58.5,,,85.0,,67.33,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
HDFCLIFE,,Mar 2023,60.53,,,85.0,,68.69,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
HDFCLIFE,,Mar 2024,60.73,,,85.0,,68.82,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
HEROMOTOCO,,Mar 2014,87.38,,,85.0,,86.59,Strong,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
HEROMOTOCO,,Mar 2015,86.15,,,85.0,,85.77,Strong,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
HEROMOTOCO,,Mar 2016,85.23,,,85.0,,85.15,Strong,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
